raman shift,intensity
549.502,-362.7299802257621
550.889,1420.7472706910994
552.276,308.07992599333375
553.662,116.27063844848453
555.048,595.3220604561939
556.434,655.2368444161111
557.819,115.017642727973
559.204,1399.6671077913998
560.589,-561.8121079939156
561.973,658.5826477716837
563.357,72.85402748787601
564.74,139.00468355433986
566.123,540.0372683707174
567.506,1045.9544343367234
568.888,625.7588338746282
570.27,-9.546862771756423
571.652,-201.9599355784885
573.033,1084.522344102792
574.414,605.9027049205251
575.794,-682.8161244768853
577.174,-397.6314154410429
578.554,-229.54043932352943
579.933,-106.54046747594111
581.313,846.371228750133
582.691,-43.80262199689605
584.069,491.9407089313827
585.447,201.6039501833584
586.825,1226.189830407464
588.202,481.7010828519051
589.579,282.140510705467
590.955,165.51097157251206
592.331,-372.1846755092338
593.707,-155.94357150197175
595.083,300.23714263203146
596.458,73.36032593054551
597.832,1037.4288374313255
599.207,1348.4455361721193
600.58,1149.4132811906893
601.954,614.3349315248051
603.327,-110.78665378779988
604.7,-463.9486157093488
606.072,940.8519047940572
607.445,2259.617753351653
608.816,1535.3517321766994
610.188,2632.0566347083586
611.559,2192.7352543857924
612.929,2764.3903846481408
614.3,3445.024818934573
615.669,2307.6413506842655
617.039,3955.242773336373
618.408,4159.831880330079
619.777,4968.411465104509
621.145,6407.984321098862
622.514,6714.553241752277
623.881,7264.12102050391
625.249,7407.690441344617
626.616,6230.264111153199
627.982,7667.844479511514
629.349,7387.433990533718
630.715,7548.035088333883
632.08,8056.65021702621
633.445,8073.281820724769
634.81,8912.932343543704
636.175,9988.604229597135
637.539,9229.299922999191
638.903,11191.021867863994
640.266,11648.772508305636
641.629,12057.55428843831
642.992,12551.369652375259
644.354,13875.22093756048
645.716,13268.110079840211
647.078,12897.038920566796
648.439,13580.009301092483
649.8,13654.023062769571
651.16,13404.082046950381
652.52,13704.188094987192
653.88,12575.343048232273
655.24,12753.548748037952
656.599,11939.80703575653
657.958,12662.119752740255
659.316,12053.488740341461
660.674,11472.915839912414
662.032,10386.402881572125
663.389,9808.951430841305
664.746,8994.562785133203
666.102,9276.238229925875
667.459,9401.979050697359
668.814,8110.786532925747
670.17,7012.661962089049
671.525,5773.60662366535
672.88,6378.621803132657
674.234,6365.708785969058
675.588,6084.868857652604
676.942,4898.103303661323
678.296,5454.41340947328
679.649,5235.800460566541
681.001,5423.265692025307
682.354,4636.810118163994
683.705,4120.434692857649
685.057,3901.1403699797957
686.408,3976.928103403923
687.759,3891.7988470035125
689.11,4656.753554652118
690.46,4906.793180223183
691.81,5431.918677590256
693.159,4341.131000626847
694.508,5467.4311032064215
695.857,5814.819939202505
697.205,5408.298462488594
698.553,5580.8676217331595
699.901,6928.528207744661
701.248,7315.280828829003
702.595,6986.1260831258405
703.942,7520.064568774935
705.288,7505.096883915961
706.634,6924.223626688654
707.98,8906.445395232717
709.325,9498.76278768784
710.67,8883.176402193749
712.014,9715.686836890134
713.358,10556.29468991673
714.702,10377.00055941323
716.045,11267.805043519344
717.389,11036.708677303766
718.731,10377.711674047227
720.074,10849.814144670425
721.416,11041.0162000512
722.757,10389.317951067424
724.099,9982.719508596987
725.44,8683.220983517691
726.78,8406.822486707424
728.12,8254.524129044046
729.46,8602.32602140541
730.8,7429.228274669367
732.139,6487.230999713785
733.478,5684.334307416517
734.816,6231.538305194736
736.154,6900.842960985421
737.492,5328.248058621786
738.83,3798.7533693354853
740.167,3013.3586643581875
741.504,3283.0637149215618
742.84,3360.8682922572625
744.176,3698.7721675969515
745.512,2630.775112172305
746.847,2971.876897214963
748.182,3006.077293956587
749.517,1804.3760736288823
750.851,2317.7730074634674
752.185,1828.267866692011
753.518,1358.8604083649698
754.852,662.5503050903717
756.184,1704.3371983485267
757.517,958.2207295707922
758.849,1004.2005401884817
760.181,1312.2762716329016
761.513,1458.4475653353948
762.844,879.7140627272893
764.174,952.0754052398843
765.505,1219.5312343045443
766.835,807.081191352554
768.165,1484.724917815256
769.494,1392.462055123986
770.823,989.2922438188034
772.152,1968.2150746563202
773.48,1365.2300632799816
774.808,2018.336719105915
776.136,2864.534551550176
777.463,2378.823070028833
778.79,2817.201783957964
780.117,4452.670202753659
781.443,4436.227835832004
782.769,6397.874192609037
784.094,6794.608782500851
785.42,6799.431114923551
786.744,6765.3406992931705
788.069,6379.337045025823
789.393,6467.4196377921035
790.717,6445.5877976633055
792.04,6330.840774190954
793.364,6537.177816665986
794.686,6989.598174379331
796.009,5336.101096621955
797.331,5521.685832684765
798.653,5215.351631858721
799.974,4468.09774343473
