x y potential
-2.4 -6 0.6469
-2.2 -6 0.6588
-2 -6 0.6392
-1.8 -6 0.6048
-1.6 -6 0.599
-1.4 -6 0.6483
-1.2 -6 0.7276
-1 -6 0.7723
-0.8 -6 0.735
-0.6 -6 0.6371
-0.4 -6 0.5617
-0.2 -6 0.5858
0 -6 0.7069
0.2 -6 0.8328
0.4 -6 0.8531
0.6 -6 0.7371
0.8 -6 0.5714
1 -6 0.4958
1.2 -6 0.5852
1.4 -6 0.7764
1.6 -6 0.9114
1.8 -6 0.8662
2 -6 0.6627
2.2 -6 0.4603
2.4 -6 0.4287
2.6 -6 0.6021
2.8 -6 0.8407
3 -6 0.9401
3.2 -6 0.8025
3.4 -6 0.5258
3.6 -6 0.3309
3.8 -6 0.3795
4 -6 0.6341
4.2 -6 0.8814
4.4 -6 0.9052
4.6 -6 0.6693
4.8 -6 0.3542
5 -6 0.213
5.2 -6 0.3604
5.4 -6 0.6723
5.6 -6 0.8834
5.8 -6 0.8061
6 -6 0.4891
6.2 -6 0.1824
6.4 -6 0.1321
6.6 -6 0.3748
6.8 -6 0.7043
7 -6 0.8392
7.2 -6 0.6564
7.4 -6 0.2953
7.6 -6 0.0446
7.8 -6 0.1037
8 -6 0.4169
8.2 -6 0.7183
8.4 -6 0.7516
8.6 -6 0.4819
8.8 -6 0.1246
9 -6 -0.033
9.2 -6 0.1313
9.4 -6 0.4742
9.6 -6 0.7071
9.8 -6 0.6348
10 -6 0.3153
-10 -5.8 0.4697
-9.8 -5.8 0.7385
-9.6 -5.8 0.7131
-9.4 -5.8 0.4079
-9.2 -5.8 0.0681
-9 -5.8 -0.0331
-8.8 -5.8 0.1797
-8.6 -5.8 0.5234
-8.4 -5.8 0.7098
-8.2 -5.8 0.5833
-8 -5.8 0.2474
-7.8 -5.8 -0.0237
-7.6 -5.8 -0.0129
-7.4 -5.8 0.2628
-7.2 -5.8 0.5706
-7 -5.8 0.6571
-6.8 -5.8 0.4558
-6.6 -5.8 0.1373
-6.4 -5.8 -0.0364
-6.2 -5.8 0.0716
-6 -5.8 0.3653
-5.8 -5.8 0.6015
-5.6 -5.8 0.5927
-5.4 -5.8 0.3578
-5.2 -5.8 0.0987
-5 -5.8 0.029
-4.8 -5.8 0.1997
-4.6 -5.8 0.4658
-4.4 -5.8 0.6128
-4.2 -5.8 0.5341
-4 -5.8 0.3112
-3.8 -5.8 0.1376
-3.6 -5.8 0.1551
-3.4 -5.8 0.3434
-3.2 -5.8 0.5466
-3 -5.8 0.6089
-2.8 -5.8 0.4996
-2.6 -5.8 0.3278
-2.4 -5.8 0.2434
-2.2 -5.8 0.3127
-2 -5.8 0.4734
-1.8 -5.8 0.5973
-1.6 -5.8 0.5998
-1.4 -5.8 0.5032
-1.2 -5.8 0.4052
-1 -5.8 0.3911
-0.8 -5.8 0.4669
-0.6 -5.8 0.5665
-0.4 -5.8 0.6167
-0.2 -5.8 0.598
0 -5.8 0.5502
0.2 -5.8 0.5267
0.4 -5.8 0.5463
0.6 -5.8 0.585
0.8 -5.8 0.6094
1 -5.8 0.6121
1.2 -5.8 0.6142
1.4 -5.8 0.6349
1.6 -5.8 0.6647
1.8 -5.8 0.673
2 -5.8 0.6437
2.2 -5.8 0.6017
2.4 -5.8 0.5963
2.6 -5.8 0.6535
2.8 -5.8 0.7408
3 -5.8 0.7863
3.2 -5.8 0.7415
3.4 -5.8 0.6338
3.6 -5.8 0.5543
3.8 -5.8 0.5831
4 -5.8 0.7131
4.2 -5.8 0.8438
4.4 -5.8 0.8603
4.6 -5.8 0.7347
4.8 -5.8 0.5613
5 -5.8 0.4862
5.2 -5.8 0.5832
5.4 -5.8 0.7821
5.6 -5.8 0.9176
5.8 -5.8 0.865
6 -5.8 0.652
6.2 -5.8 0.4458
6.4 -5.8 0.419
6.6 -5.8 0.601
6.8 -5.8 0.8442
7 -5.8 0.9398
7.2 -5.8 0.7929
7.4 -5.8 0.5093
7.6 -5.8 0.3153
7.8 -5.8 0.3715
8 -5.8 0.6336
8.2 -5.8 0.8813
8.4 -5.8 0.898
8.6 -5.8 0.6532
8.8 -5.8 0.3353
9 -5.8 0.1993
9.2 -5.8 0.3553
9.4 -5.8 0.6716
9.6 -5.8 0.8789
9.8 -5.8 0.7929
10 -5.8 0.4699
-10 -5.6 0.677
-9.8 -5.6 0.9
-9.6 -5.6 0.8649
-9.4 -5.6 0.5842
-9.2 -5.6 0.2768
-9 -5.6 0.1901
-8.8 -5.6 0.393
-8.6 -5.6 0.7141
-8.4 -5.6 0.879
-8.2 -5.6 0.7381
-8 -5.6 0.3938
-7.8 -5.6 0.1196
-7.6 -5.6 0.135
-7.4 -5.6 0.4218
-7.2 -5.6 0.7363
-7 -5.6 0.8095
-6.8 -5.6 0.5702
-6.6 -5.6 0.2059
-6.4 -5.6 0.0086
-6.2 -5.6 0.1335
-6 -5.6 0.4703
-5.8 -5.6 0.7339
-5.6 -5.6 0.7003
-5.4 -5.6 0.3914
-5.2 -5.6 0.0562
-5 -5.6 -0.036
-4.8 -5.6 0.1829
-4.6 -5.6 0.5248
-4.4 -5.6 0.7035
-4.2 -5.6 0.5705
-4 -5.6 0.2355
-3.8 -5.6 -0.0276
-3.6 -5.6 -0.0082
-3.4 -5.6 0.2696
-3.2 -5.6 0.5718
-3 -5.6 0.6502
-2.8 -5.6 0.446
-2.6 -5.6 0.1328
-2.4 -5.6 -0.0315
-2.2 -5.6 0.0824
-2 -5.6 0.3738
-1.8 -5.6 0.6019
-1.6 -5.6 0.5868
-1.4 -5.6 0.3534
-1.2 -5.6 0.1028
-1 -5.6 0.0416
-0.8 -5.6 0.2141
-0.6 -5.6 0.4739
-0.4 -5.6 0.6125
-0.2 -5.6 0.531
0 -5.6 0.3138
0.2 -5.6 0.1497
0.4 -5.6 0.1729
0.6 -5.6 0.3581
0.8 -5.6 0.5527
1 -5.6 0.6084
1.2 -5.6 0.5006
1.4 -5.6 0.3374
1.6 -5.6 0.2614
1.8 -5.6 0.3319
2 -5.6 0.4856
2.2 -5.6 0.6005
2.4 -5.6 0.6
2.6 -5.6 0.509
2.8 -5.6 0.4204
3 -5.6 0.4115
3.2 -5.6 0.4837
3.4 -5.6 0.5739
3.6 -5.6 0.6171
3.8 -5.6 0.5997
4 -5.6 0.5602
4.2 -5.6 0.5449
4.4 -5.6 0.5651
4.6 -5.6 0.5962
4.8 -5.6 0.6111
5 -5.6 0.6104
5.2 -5.6 0.6178
5.4 -5.6 0.6476
5.6 -5.6 0.6823
5.8 -5.6 0.6864
6 -5.6 0.6474
6.2 -5.6 0.5979
6.4 -5.6 0.5935
6.6 -5.6 0.6588
6.8 -5.6 0.7538
7 -5.6 0.7996
7.2 -5.6 0.7469
7.4 -5.6 0.6296
7.6 -5.6 0.5465
7.8 -5.6 0.5804
8 -5.6 0.7191
8.2 -5.6 0.8543
8.4 -5.6 0.8665
8.6 -5.6 0.7312
8.8 -5.6 0.5506
9 -5.6 0.4764
9.2 -5.6 0.5812
9.4 -5.6 0.7876
9.6 -5.6 0.9231
9.8 -5.6 0.8628
10 -5.6 0.6404
-10 -5.4 0.7507
-9.8 -5.4 0.8774
-9.6 -5.4 0.8595
-9.4 -5.4 0.6969
-9.2 -5.4 0.5158
-9 -5.4 0.4699
-8.8 -5.4 0.6078
-8.6 -5.4 0.8227
-8.4 -5.4 0.9324
-8.2 -5.4 0.8317
-8 -5.4 0.5882
-7.8 -5.4 0.3958
-7.6 -5.4 0.416
-7.4 -5.4 0.6378
-7.2 -5.4 0.8777
-7 -5.4 0.9271
-6.8 -5.4 0.7285
-6.6 -5.4 0.4313
-6.4 -5.4 0.2742
-6.2 -5.4 0.3871
-6 -5.4 0.6768
-5.8 -5.4 0.8981
-5.6 -5.4 0.8547
-5.4 -5.4 0.5663
-5.2 -5.4 0.2582
-5 -5.4 0.1783
-4.8 -5.4 0.3895
-4.6 -5.4 0.713
-4.4 -5.4 0.8723
-4.2 -5.4 0.7228
-4 -5.4 0.3743
-3.8 -5.4 0.1041
-3.6 -5.4 0.1282
-3.4 -5.4 0.4209
-3.2 -5.4 0.7335
-3 -5.4 0.7988
-2.8 -5.4 0.5527
-2.6 -5.4 0.1888
-2.4 -5.4 -0.001
-2.2 -5.4 0.1322
-2 -5.4 0.4712
-1.8 -5.4 0.7291
-1.6 -5.4 0.6874
-1.4 -5.4 0.3754
-1.2 -5.4 0.045
-1 -5.4 -0.038
-0.8 -5.4 0.1866
-0.6 -5.4 0.5264
-0.4 -5.4 0.6972
-0.2 -5.4 0.5581
0 -5.4 0.2244
0.2 -5.4 -0.0305
0.4 -5.4 -0.0028
0.6 -5.4 0.2768
0.8 -5.4 0.5731
1 -5.4 0.6435
1.2 -5.4 0.4368
1.4 -5.4 0.1292
1.6 -5.4 -0.0256
1.8 -5.4 0.0938
2 -5.4 0.3824
2.2 -5.4 0.6024
2.4 -5.4 0.5813
2.6 -5.4 0.3498
2.8 -5.4 0.1078
3 -5.4 0.055
3.2 -5.4 0.2287
3.4 -5.4 0.4819
3.6 -5.4 0.6122
3.8 -5.4 0.5283
4 -5.4 0.3172
4.2 -5.4 0.1627
4.4 -5.4 0.191
4.6 -5.4 0.3728
4.8 -5.4 0.5585
5 -5.4 0.608
5.2 -5.4 0.5022
5.4 -5.4 0.3477
5.6 -5.4 0.2799
5.8 -5.4 0.3511
6 -5.4 0.4974
6.2 -5.4 0.6034
6.4 -5.4 0.6003
6.6 -5.4 0.5152
6.8 -5.4 0.4361
7 -5.4 0.4319
7.2 -5.4 0.5
7.4 -5.4 0.5808
7.6 -5.4 0.6171
7.8 -5.4 0.6014
8 -5.4 0.5706
8.2 -5.4 0.563
8.4 -5.4 0.5834
8.6 -5.4 0.6066
8.8 -5.4 0.6121
9 -5.4 0.6084
9.2 -5.4 0.6214
9.4 -5.4 0.6604
9.6 -5.4 0.6994
9.8 -5.4 0.6991
10 -5.4 0.6502
-10 -5.2 0.5816
-9.8 -5.2 0.5868
-9.6 -5.2 0.6075
-9.4 -5.2 0.6183
-9.2 -5.2 0.6109
-9 -5.2 0.6065
-8.8 -5.2 0.6317
-8.6 -5.2 0.6835
-8.4 -5.2 0.7221
-8.2 -5.2 0.7068
-8 -5.2 0.6413
-7.8 -5.2 0.5823
-7.6 -5.2 0.5943
-7.4 -5.2 0.687
-7.2 -5.2 0.7941
-7 -5.2 0.823
-6.8 -5.2 0.737
-6.6 -5.2 0.5984
-6.4 -5.2 0.5254
-6.2 -5.2 0.5924
-6 -5.2 0.7575
-5.8 -5.2 0.8866
-5.6 -5.2 0.8624
-5.4 -5.2 0.6899
-5.2 -5.2 0.5034
-5 -5.2 0.4606
-4.8 -5.2 0.6071
-4.6 -5.2 0.8279
-4.4 -5.2 0.9355
-4.2 -5.2 0.8259
-4 -5.2 0.5741
-3.8 -5.2 0.3808
-3.6 -5.2 0.4077
-3.4 -5.2 0.6377
-3.2 -5.2 0.8797
-3 -5.2 0.9231
-2.8 -5.2 0.7151
-2.6 -5.2 0.4131
-2.4 -5.2 0.2596
-2.2 -5.2 0.381
-2 -5.2 0.6766
-1.8 -5.2 0.8957
-1.6 -5.2 0.8439
-1.4 -5.2 0.548
-1.2 -5.2 0.2398
-1 -5.2 0.167
-0.8 -5.2 0.3863
-0.6 -5.2 0.7117
-0.4 -5.2 0.8652
-0.2 -5.2 0.7071
0 -5.2 0.3549
0.2 -5.2 0.089
0.4 -5.2 0.1219
0.6 -5.2 0.4202
0.8 -5.2 0.7306
1 -5.2 0.7879
1.2 -5.2 0.5353
1.4 -5.2 0.1722
1.6 -5.2 -0.0098
1.8 -5.2 0.1316
2 -5.2 0.4722
2.2 -5.2 0.7243
2.4 -5.2 0.6746
2.6 -5.2 0.3598
2.8 -5.2 0.0347
3 -5.2 -0.0391
3.2 -5.2 0.1909
3.4 -5.2 0.528
3.6 -5.2 0.6909
3.8 -5.2 0.5459
4 -5.2 0.2141
4.2 -5.2 -0.0324
4.4 -5.2 0.0035
4.6 -5.2 0.2844
4.8 -5.2 0.5744
5 -5.2 0.6369
5.2 -5.2 0.4281
5.4 -5.2 0.1266
5.6 -5.2 -0.0188
5.8 -5.2 0.1058
6 -5.2 0.3912
6.2 -5.2 0.6029
6.4 -5.2 0.5761
6.6 -5.2 0.3469
6.8 -5.2 0.1138
7 -5.2 0.0692
7.2 -5.2 0.2436
7.4 -5.2 0.4899
7.6 -5.2 0.612
7.8 -5.2 0.5261
8 -5.2 0.3213
8.2 -5.2 0.1764
8.4 -5.2 0.2095
8.6 -5.2 0.3874
8.8 -5.2 0.5642
9 -5.2 0.6077
9.2 -5.2 0.5042
9.4 -5.2 0.3587
9.6 -5.2 0.2988
9.8 -5.2 0.3701
10 -5.2 0.5089
-10 -5 0.2998
-9.8 -5 0.1876
-9.6 -5 0.2514
-9.4 -5 0.433
-9.2 -5 0.5858
-9 -5 0.5997
-8.8 -5 0.4865
-8.6 -5 0.3577
-8.4 -5 0.325
-8.2 -5 0.4103
-8 -5 0.5394
-7.8 -5 0.6138
-7.6 -5 0.5932
-7.4 -5 0.5191
-7.2 -5 0.4679
-7 -5 0.4825
-6.8 -5 0.5439
-6.6 -5 0.5997
-6.4 -5 0.6162
-6.2 -5 0.6033
-6 -5 0.5939
-5.8 -5 0.6054
-5.6 -5 0.6239
-5.4 -5 0.6255
-5.2 -5 0.6097
-5 -5 0.6044
-4.8 -5 0.6369
-4.6 -5 0.6972
-4.4 -5 0.7381
-4.2 -5 0.7163
-4 -5 0.6408
-3.8 -5 0.5765
-3.6 -5 0.5921
-3.4 -5 0.6935
-3.2 -5 0.8066
-3 -5 0.833
-2.8 -5 0.7378
-2.6 -5 0.5907
-2.4 -5 0.5167
-2.2 -5 0.5907
-2 -5 0.764
-1.8 -5 0.895
-1.6 -5 0.8643
-1.4 -5 0.682
-1.2 -5 0.4904
-1 -5 0.4512
-0.8 -5 0.6062
-0.6 -5 0.8328
-0.4 -5 0.9378
-0.2 -5 0.8192
0 -5 0.5594
0.2 -5 0.3655
0.4 -5 0.3994
0.6 -5 0.6374
0.8 -5 0.8812
1 -5 0.9182
1.2 -5 0.7011
1.4 -5 0.3947
1.6 -5 0.2452
1.8 -5 0.3752
2 -5 0.6762
2.2 -5 0.8927
2.4 -5 0.8324
2.6 -5 0.5294
2.8 -5 0.2215
3 -5 0.1561
3.2 -5 0.3834
3.4 -5 0.7103
3.6 -5 0.8577
3.8 -5 0.6911
4 -5 0.3356
4.2 -5 0.0746
4.4 -5 0.1162
4.6 -5 0.4199
4.8 -5 0.7275
5 -5 0.7767
5.2 -5 0.5179
5.4 -5 0.1562
5.6 -5 -0.0178
5.8 -5 0.1315
6 -5 0.4734
6.2 -5 0.7193
6.4 -5 0.6617
6.6 -5 0.3446
6.8 -5 0.0253
7 -5 -0.0394
7.2 -5 0.1957
7.4 -5 0.5298
7.6 -5 0.6847
7.8 -5 0.5341
8 -5 0.2046
8.2 -5 -0.0333
8.4 -5 0.0106
8.6 -5 0.2924
8.8 -5 0.5758
9 -5 0.6306
9.2 -5 0.4201
9.4 -5 0.125
9.6 -5 -0.011
9.8 -5 0.1183
10 -5 0.4001
-10 -4.8 0.1486
-9.8 -4.8 -0.0444
-9.6 -4.8 0.0514
-9.4 -4.8 0.3495
-9.2 -4.8 0.6019
-9 -4.8 0.6059
-8.8 -4.8 0.368
-8.6 -4.8 0.0913
-8.4 -4.8 0.0035
-8.2 -4.8 0.1706
-8 -4.8 0.4496
-7.8 -4.8 0.6142
-7.6 -4.8 0.5412
-7.4 -4.8 0.3063
-7.2 -4.8 0.112
-7 -4.8 0.1174
-6.8 -4.8 0.3118
-6.6 -4.8 0.5337
-6.4 -4.8 0.6102
-6.2 -4.8 0.4976
-6 -4.8 0.3071
-5.8 -4.8 0.204
-5.6 -4.8 0.2703
-5.4 -4.8 0.4461
-5.2 -4.8 0.5897
-5 -4.8 0.5994
-4.8 -4.8 0.4907
-4.6 -4.8 0.3714
-4.4 -4.8 0.345
-4.2 -4.8 0.4281
-4 -4.8 0.5484
-3.8 -4.8 0.615
-3.6 -4.8 0.5944
-3.4 -4.8 0.528
-3.2 -4.8 0.4856
-3 -4.8 0.5024
-2.8 -4.8 0.5573
-2.6 -4.8 0.6034
-2.4 -4.8 0.6152
-2.2 -4.8 0.6065
-2 -4.8 0.6063
-1.8 -4.8 0.6238
-1.6 -4.8 0.6396
-1.4 -4.8 0.6319
-1.2 -4.8 0.6078
-1 -4.8 0.6022
-0.8 -4.8 0.6421
-0.6 -4.8 0.7109
-0.4 -4.8 0.7535
-0.2 -4.8 0.7248
0 -4.8 0.6394
0.2 -4.8 0.5702
0.4 -4.8 0.5897
0.6 -4.8 0.6999
0.8 -4.8 0.8187
1 -4.8 0.8422
1.2 -4.8 0.7375
1.4 -4.8 0.5822
1.6 -4.8 0.5078
1.8 -4.8 0.5889
2 -4.8 0.7703
2.2 -4.8 0.9028
2.4 -4.8 0.8652
2.6 -4.8 0.6732
2.8 -4.8 0.477
3 -4.8 0.4417
3.2 -4.8 0.6053
3.4 -4.8 0.8373
3.6 -4.8 0.9392
3.8 -4.8 0.8115
4 -4.8 0.544
4.2 -4.8 0.3501
4.4 -4.8 0.3913
4.6 -4.8 0.6371
4.8 -4.8 0.8822
5 -4.8 0.9126
5.2 -4.8 0.6863
5.4 -4.8 0.3761
5.6 -4.8 0.231
5.8 -4.8 0.3696
6 -4.8 0.6757
6.2 -4.8 0.8893
6.4 -4.8 0.8204
6.6 -4.8 0.5106
6.8 -4.8 0.2035
7 -4.8 0.1457
7.2 -4.8 0.3807
7.4 -4.8 0.7088
7.6 -4.8 0.8497
7.8 -4.8 0.6749
8 -4.8 0.3165
8.2 -4.8 0.0606
8.4 -4.8 0.1112
8.6 -4.8 0.4197
8.8 -4.8 0.7243
9 -4.8 0.7653
9.2 -4.8 0.5007
9.4 -4.8 0.1408
9.6 -4.8 -0.025
9.8 -4.8 0.1321
10 -4.8 0.4749
-10 -4.6 0.2438
-9.8 -4.6 0.0328
-9.6 -4.6 0.141
-9.4 -4.6 0.4722
-9.2 -4.6 0.7456
-9 -4.6 0.728
-8.8 -4.6 0.4263
-8.6 -4.6 0.0824
-8.4 -4.6 -0.0276
-8.2 -4.6 0.1792
-8 -4.6 0.5245
-7.8 -4.6 0.7182
-7.6 -4.6 0.5977
-7.4 -4.6 0.2606
-7.2 -4.6 -0.0186
-7 -4.6 -0.0163
-6.8 -4.6 0.2576
-6.6 -4.6 0.5712
-6.4 -4.6 0.6656
-6.2 -4.6 0.4666
-6 -4.6 0.142
-5.8 -4.6 -0.0417
-5.6 -4.6 0.0607
-5.4 -4.6 0.3574
-5.2 -4.6 0.6022
-5 -4.6 0.5994
-4.8 -4.6 0.3619
-4.6 -4.6 0.0932
-4.4 -4.6 0.0144
-4.2 -4.6 0.184
-4 -4.6 0.4576
-3.8 -4.6 0.6137
-3.6 -4.6 0.5371
-3.4 -4.6 0.3071
-3.2 -4.6 0.1223
-3 -4.6 0.1341
-2.8 -4.6 0.3265
-2.6 -4.6 0.54
-2.4 -4.6 0.6095
-2.2 -4.6 0.4975
-2 -4.6 0.3151
-1.8 -4.6 0.2209
-1.6 -4.6 0.2893
-1.4 -4.6 0.4588
-1.2 -4.6 0.5934
-1 -4.6 0.5993
-0.8 -4.6 0.4954
-0.6 -4.6 0.3856
-0.4 -4.6 0.3653
-0.2 -4.6 0.4457
0 -4.6 0.5569
0.2 -4.6 0.616
0.4 -4.6 0.5957
0.6 -4.6 0.5374
0.8 -4.6 0.5035
1 -4.6 0.5219
1.2 -4.6 0.57
1.4 -4.6 0.6065
1.6 -4.6 0.614
1.8 -4.6 0.6098
2 -4.6 0.6189
2.2 -4.6 0.642
2.4 -4.6 0.6547
2.6 -4.6 0.6375
2.8 -4.6 0.6054
3 -4.6 0.5998
3.2 -4.6 0.6474
3.4 -4.6 0.7244
3.6 -4.6 0.7682
3.8 -4.6 0.7324
4 -4.6 0.6371
4.2 -4.6 0.5634
4.4 -4.6 0.5872
4.6 -4.6 0.7063
4.8 -4.6 0.8303
5 -4.6 0.8504
5.2 -4.6 0.7363
5.4 -4.6 0.5729
5.6 -4.6 0.4986
5.8 -4.6 0.5871
6 -4.6 0.7764
6.2 -4.6 0.9099
6.4 -4.6 0.8652
6.6 -4.6 0.6635
6.8 -4.6 0.4631
7 -4.6 0.4321
7.2 -4.6 0.6044
7.4 -4.6 0.8413
7.6 -4.6 0.9399
7.8 -4.6 0.803
8 -4.6 0.5281
8.2 -4.6 0.3346
8.4 -4.6 0.3832
8.6 -4.6 0.6367
8.8 -4.6 0.8827
9 -4.6 0.9062
9.2 -4.6 0.671
9.4 -4.6 0.3573
9.6 -4.6 0.217
9.8 -4.6 0.3642
10 -4.6 0.6751
-10 -4.4 0.4692
-9.8 -4.4 0.3075
-9.6 -4.4 0.4034
-9.4 -4.4 0.6795
-9.2 -4.4 0.9027
-9 -4.4 0.8755
-8.8 -4.4 0.6037
-8.6 -4.4 0.2987
-8.4 -4.4 0.2061
-8.2 -4.4 0.4004
-8 -4.4 0.7177
-7.8 -4.4 0.8871
-7.6 -4.4 0.7549
-7.4 -4.4 0.4159
-7.2 -4.4 0.1389
-7 -4.4 0.1461
-6.8 -4.4 0.4263
-6.6 -4.4 0.7417
-6.4 -4.4 0.8221
-6.2 -4.4 0.5897
-6 -4.4 0.2257
-5.8 -4.4 0.0216
-5.6 -4.4 0.1383
-5.4 -4.4 0.4726
-5.2 -4.4 0.7411
-5 -4.4 0.7151
-4.8 -4.4 0.4094
-4.6 -4.4 0.0695
-4.4 -4.4 -0.0315
-4.2 -4.4 0.1817
-4 -4.4 0.5257
-3.8 -4.4 0.7119
-3.6 -4.4 0.5846
-3.4 -4.4 0.2478
-3.2 -4.4 -0.0237
-3 -4.4 -0.0126
-2.8 -4.4 0.2639
-2.6 -4.4 0.5723
-2.4 -4.4 0.6585
-2.2 -4.4 0.4561
-2 -4.4 0.1363
-1.8 -4.4 -0.0379
-1.6 -4.4 0.0707
-1.4 -4.4 0.3656
-1.2 -4.4 0.6025
-1 -4.4 0.5931
-0.8 -4.4 0.3566
-0.6 -4.4 0.0961
-0.4 -4.4 0.026
-0.2 -4.4 0.1979
0 -4.4 0.4656
0.2 -4.4 0.6132
0.4 -4.4 0.5335
0.6 -4.4 0.3087
0.8 -4.4 0.1335
1 -4.4 0.1512
1.2 -4.4 0.3411
1.4 -4.4 0.5462
1.6 -4.4 0.6088
1.8 -4.4 0.4979
2 -4.4 0.3239
2.2 -4.4 0.2383
2.4 -4.4 0.3084
2.6 -4.4 0.4713
2.8 -4.4 0.5969
3 -4.4 0.5993
3.2 -4.4 0.5006
3.4 -4.4 0.4004
3.6 -4.4 0.3856
3.8 -4.4 0.4629
4 -4.4 0.565
4.2 -4.4 0.6167
4.4 -4.4 0.5972
4.6 -4.4 0.5471
4.8 -4.4 0.5216
5 -4.4 0.5412
5.2 -4.4 0.582
5.4 -4.4 0.6089
5.6 -4.4 0.6126
5.8 -4.4 0.6133
6 -4.4 0.6316
6.2 -4.4 0.6599
6.4 -4.4 0.669
6.6 -4.4 0.6422
6.8 -4.4 0.6024
7 -4.4 0.5973
7.2 -4.4 0.6527
7.4 -4.4 0.7377
7.6 -4.4 0.7824
7.8 -4.4 0.739
8 -4.4 0.6339
8.2 -4.4 0.5562
8.4 -4.4 0.5846
8.6 -4.4 0.7126
8.8 -4.4 0.8415
9 -4.4 0.8578
9.2 -4.4 0.734
9.4 -4.4 0.563
9.6 -4.4 0.4891
9.8 -4.4 0.5852
10 -4.4 0.7822
-10 -4.2 0.6123
-9.8 -4.2 0.5438
-9.6 -4.2 0.597
-9.4 -4.2 0.7431
-9.2 -4.2 0.8654
-9 -4.2 0.8535
-8.8 -4.2 0.7028
-8.6 -4.2 0.5299
-8.4 -4.2 0.482
-8.2 -4.2 0.6104
-8 -4.2 0.8171
-7.8 -4.2 0.9274
-7.6 -4.2 0.8361
-7.4 -4.2 0.6031
-7.2 -4.2 0.4139
-7 -4.2 0.4279
-6.8 -4.2 0.6402
-6.6 -4.2 0.876
-6.4 -4.2 0.9305
-6.2 -4.2 0.7422
-6 -4.2 0.4519
-5.8 -4.2 0.2928
-5.6 -4.2 0.397
-5.4 -4.2 0.6795
-5.2 -4.2 0.9014
-5 -4.2 0.8661
-4.8 -4.2 0.5863
-4.6 -4.2 0.2801
-4.4 -4.2 0.194
-4.2 -4.2 0.3967
-4 -4.2 0.7168
-3.8 -4.2 0.881
-3.6 -4.2 0.74
-3.4 -4.2 0.3963
-3.2 -4.2 0.1228
-3 -4.2 0.1386
-2.8 -4.2 0.4251
-2.6 -4.2 0.739
-2.4 -4.2 0.8117
-2.2 -4.2 0.5722
-2 -4.2 0.2081
-1.8 -4.2 0.0111
-1.6 -4.2 0.1363
-1.4 -4.2 0.4731
-1.2 -4.2 0.7364
-1 -4.2 0.7022
-0.8 -4.2 0.3928
-0.6 -4.2 0.0574
-0.4 -4.2 -0.0346
-0.2 -4.2 0.1847
0 -4.2 0.527
0.2 -4.2 0.7055
0.4 -4.2 0.5718
0.6 -4.2 0.2358
0.8 -4.2 -0.0278
1 -4.2 -0.0082
1.2 -4.2 0.2706
1.4 -4.2 0.5734
1.6 -4.2 0.6515
1.8 -4.2 0.4461
2 -4.2 0.1316
2.2 -4.2 -0.0332
2.4 -4.2 0.0813
2.6 -4.2 0.3739
2.8 -4.2 0.6028
3 -4.2 0.5872
3.2 -4.2 0.3521
3.4 -4.2 0.1
3.6 -4.2 0.0385
3.8 -4.2 0.2121
4 -4.2 0.4736
4.2 -4.2 0.6128
4.4 -4.2 0.5303
4.6 -4.2 0.3111
4.8 -4.2 0.1455
5 -4.2 0.1688
5.2 -4.2 0.3558
5.4 -4.2 0.5522
5.6 -4.2 0.6083
5.8 -4.2 0.4989
6 -4.2 0.3334
6.2 -4.2 0.2563
6.4 -4.2 0.3276
6.6 -4.2 0.4835
6.8 -4.2 0.6001
7 -4.2 0.5994
7.2 -4.2 0.5063
7.4 -4.2 0.4156
7.6 -4.2 0.406
7.8 -4.2 0.4798
8 -4.2 0.5725
8.2 -4.2 0.6171
8.4 -4.2 0.5989
8.6 -4.2 0.5571
8.8 -4.2 0.5397
9 -4.2 0.5601
9.2 -4.2 0.5933
9.4 -4.2 0.6107
9.6 -4.2 0.6109
9.8 -4.2 0.6169
10 -4.2 0.6443
-10 -4 0.5897
-9.8 -4 0.6176
-9.6 -4 0.5962
-9.4 -4 0.5661
-9.2 -4 0.5629
-9 -4 0.5859
-8.8 -4 0.608
-8.6 -4 0.6116
-8.4 -4 0.6089
-8.2 -4 0.6255
-8 -4 0.6661
-7.8 -4 0.7011
-7.6 -4 0.6931
-7.4 -4 0.6402
-7.2 -4 0.5888
-7 -4 0.5975
-6.8 -4 0.6794
-6.6 -4 0.7781
-6.4 -4 0.8087
-6.2 -4 0.7336
-6 -4 0.6062
-5.8 -4 0.5359
-5.6 -4 0.5955
-5.4 -4 0.7502
-5.2 -4 0.8753
-5 -4 0.8576
-4.8 -4 0.697
-4.6 -4 0.5181
-4.4 -4 0.4729
-4.2 -4 0.6098
-4 -4 0.8228
-3.8 -4 0.9315
-3.6 -4 0.8314
-3.4 -4 0.5899
-3.2 -4 0.3992
-3 -4 0.4196
-2.8 -4 0.6402
-2.6 -4 0.8786
-2.4 -4 0.9274
-2.2 -4 0.7297
-2 -4 0.4341
-1.8 -4 0.2781
-1.6 -4 0.3908
-1.4 -4 0.6794
-1.2 -4 0.8996
-1 -4 0.856
-0.8 -4 0.5684
-0.6 -4 0.2616
-0.4 -4 0.1823
-0.2 -4 0.3932
0 -4 0.7157
0.2 -4 0.8744
0.4 -4 0.7247
0.6 -4 0.3768
0.8 -4 0.1072
1 -4 0.1316
1.2 -4 0.4242
