NaN	-1000	-900	-800	-700	-600	-500	-400	-300	-200	-100	0	100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000
0	-2.23983789797587E-5	2.50887761167478E-5	-2.96692532177582E-5	9.6371037364862E-6	-5.44445801952731E-6	3.07635167252134E-6	1.24705015615654E-5	1.07089513966087E-5	1.88940163838368E-5	-2.4697284163886E-6	-3.64977799205413E-5	3.59104028267496E-5	-1.73864848843974E-5	7.29856464163223E-6	4.66044636302156E-5	-3.33890871092553E-5	-2.27753063348405E-5	3.17691226022161E-5	-3.69521907773386E-5	3.96695889717265E-5	-7.21116269509708E-7	-4.15874509554553E-5	3.82950867775142E-5	-1.79001673431231E-5	-3.16621620054346E-5	1.85787295215711E-5	-2.92136289993724E-5	-1.07343665167514E-5	5.63819394344348E-5	-1.64673384286897E-5	-3.28209258892238E-5	3.52389172462708E-5	-7.65535130816949E-6	8.33426130041859E-6	4.83429061759102E-6	-9.69676570743365E-6	1.02522150618042E-5	-1.72950514656585E-5	-8.68560748892479E-6	-4.39510305013613E-6	2.27743050880355E-5
100	-1.25558442064529E-5	8.21244897670597E-6	-8.69102768739918E-6	-3.35980250592476E-5	4.69312211467442E-6	-2.22403260810935E-5	-7.72938175222344E-6	-2.08919453078442E-5	5.12649357238657E-5	-2.38419522482126E-5	2.60176040636003E-5	6.13856199017596E-5	-2.26725878917597E-5	2.08922926349048E-6	2.25317369708558E-6	-3.24841829807239E-5	3.12322648104541E-5	3.6799203209079E-5	8.73622749051356E-6	4.32740500059029E-5	-9.15610692007537E-6	-3.27190096696131E-5	2.83128441172244E-5	-6.01964257074856E-6	-1.36981885543049E-5	4.64660162082176E-6	-4.35591855897208E-5	3.14113430508848E-5	3.81630893535419E-6	-2.69749442308576E-5	6.71653843175599E-6	-2.65259572828321E-6	-3.68419408038998E-5	-2.74090284611143E-5	4.77423368282642E-6	-2.67796048930952E-5	-3.74193720976306E-7	-3.28562876817002E-7	5.84866997514718E-6	3.18905686384781E-5	1.78763151888826E-5
200	3.95613234171906E-5	-1.60519969741553E-5	-1.73128049928375E-5	-2.36426095960387E-5	1.52402485852278E-5	-1.04105541505103E-5	-1.46709297328098E-5	4.18744393174173E-5	-2.88770962913492E-5	-9.16941233788088E-6	3.67750774216959E-5	-1.9127266701481E-6	-4.5632243936715E-5	1.94340864082124E-5	-2.89851638880909E-5	9.53889082332349E-6	2.63870166234275E-5	-3.63166285005169E-5	4.14986840602176E-5	2.01598242474058E-5	-4.266605038004E-5	4.66742519916863E-5	4.10901369257113E-5	-4.93928034696976E-5	2.68877247931047E-5	-2.26537313342559E-5	-2.74100083916725E-5	2.15193970964806E-5	3.69741733696235E-6	2.8775001129028E-5	1.67809897571828E-6	-3.39515136893818E-5	-8.61069711717329E-6	6.136405710251E-8	-1.89407023370168E-5	-1.07302915941451E-5	2.10080163050744E-5	-9.23145417978536E-6	-1.60443602842002E-5	2.24990925264073E-5	8.25455202008263E-6
300	-1.97826480876789E-5	1.380220648245E-5	1.99781724829625E-5	1.22249975173725E-5	-2.60352520755539E-5	7.76569887154232E-7	9.31121241693068E-6	2.43283088594955E-5	-4.83202546426375E-5	9.29065543398775E-6	-4.16949839683292E-5	-1.49721264981839E-5	1.91978203002686E-5	-8.97763705047272E-6	-3.95218688546704E-5	2.77174920658928E-5	-2.54777687973468E-5	2.43154044075936E-5	1.49398090223336E-5	-2.49994809055167E-5	2.63161448255418E-5	4.33588768496822E-5	-3.79517992672085E-5	4.310892779558E-5	3.87582351114197E-5	-1.48126345409555E-5	2.17891098734465E-7	7.68105898825986E-6	1.42254307300822E-5	-1.31359149039272E-5	2.36319391430196E-5	-1.79057365109893E-5	2.00775468161649E-5	-3.81547972872802E-7	-9.74764525405097E-6	9.29216627859906E-6	1.38624698277561E-5	-2.5930156320228E-5	6.86933347098956E-6	-1.92151026160703E-5	-3.34868209309769E-5
400	-7.15054133867926E-6	-3.00669784493831E-5	6.37548813193852E-5	4.22390938622005E-5	-1.538848123604E-5	-3.04833623467438E-5	1.28960034311154E-5	-9.95484364998927E-7	-1.56990827858933E-5	6.99340390362277E-6	5.76099187099815E-6	9.96838688280166E-6	-3.03804326187379E-5	-1.65719457404388E-5	3.27534888951917E-5	-2.98322107503362E-5	-9.26246994205171E-6	1.42565019618339E-5	-9.47765897944175E-6	-1.07037771003362E-5	-1.87890196971837E-5	-1.36175185381661E-5	-2.485818407343E-5	3.93364363380069E-5	-3.21595187034154E-5	1.94296272308955E-5	3.29609430785495E-5	-5.95254666133324E-6	1.04946891965847E-5	1.99458785221017E-7	-1.96631618090802E-6	6.57002807107146E-6	3.15381128008906E-6	2.50753036330949E-5	2.23199727369072E-5	-2.83491826525356E-5	3.68195837624937E-5	-3.37643351431514E-5	1.7509140242699E-5	-2.06067144471837E-5	-1.64159847323743E-5
500	4.35214498967585E-6	-1.07758894549284E-5	1.72799864643934E-5	2.9578927521785E-5	-1.98306067385857E-5	3.88480417927023E-5	4.20846482110729E-5	-1.02479425504296E-5	6.70810408737107E-6	9.54410968923291E-6	-4.65048590374602E-5	1.37871050327182E-6	-4.97770024345694E-5	-3.16555978882302E-6	3.6564463332808E-5	-7.00810703042359E-5	1.21897517760534E-5	6.11759095081557E-6	-7.21215717973473E-5	2.13579443204994E-5	1.64211465822182E-5	-2.53453910726472E-5	4.97437236677439E-7	-1.16873573594635E-5	1.38205604793589E-5	3.02255491055702E-5	6.58001614552044E-6	-1.40955917986595E-5	-1.80845864430528E-5	6.77861052638689E-7	1.32435039370034E-5	3.2186042207746E-6	4.40244255264305E-6	1.80182763967202E-5	3.52336234636282E-5	1.67263017945567E-5	-1.59797534002483E-5	-1.48289824193143E-5	-1.35208542364505E-5	-1.68229466576966E-5	2.69131107019607E-5
600	-4.07018046616099E-5	1.92094692917859E-5	2.57243333820134E-5	1.36435288471736E-5	3.08324709529971E-5	2.88033110506795E-5	-1.98376515808257E-5	-5.0302966436129E-6	1.38559462271141E-5	-7.57827361854991E-5	2.24548607985894E-6	-1.98494684887348E-5	9.26002245002215E-6	1.78478535931434E-5	-1.90903406779131E-5	1.59562408478371E-5	1.54197767866327E-5	-4.78031371385724E-5	-1.93956939057381E-5	1.19570760404947E-5	3.50106630009054E-6	1.12576885416624E-5	2.80538118377323E-5	3.85845757411265E-6	-1.32486759093284E-6	-4.93373774443309E-6	8.08217003026184E-6	-6.387412885011E-6	3.29834585640485E-6	3.75584443931833E-5	-9.2839317554954E-6	-2.3112876667804E-5	-3.97209456570986E-5	1.79629715508819E-5	1.36563019625182E-5	-4.51794524996456E-6	-1.74697218104459E-5	2.66161917645373E-5	-2.21235297649992E-5	1.53006010798169E-5	2.42488116460526E-6
700	-1.72667700116296E-5	-3.82972189399203E-7	-3.89743984234144E-6	-2.19300468754569E-6	5.26388845479175E-5	-2.97091023377969E-5	-7.51717676982675E-6	2.03400214923493E-6	-5.35254742626042E-6	-2.27479142107337E-5	3.9041690290717E-5	-5.40702791444154E-6	2.0142184679469E-5	3.28485807892057E-6	-4.53326791072648E-5	2.33554215908019E-6	-1.86044532870836E-6	-4.57912133205698E-5	4.47459894691101E-5	1.51616044140083E-5	-4.2972266718456E-6	4.99722842188525E-6	-1.80325615825521E-6	-9.61229033677853E-7	1.49680512405059E-5	-1.06578611489856E-5	1.71699002459144E-5	-4.20139939241459E-6	-2.85701081801103E-6	1.87050040945951E-5	4.84654858669016E-6	1.37759485806255E-6	-3.0528888888918E-5	2.80092176917728E-5	-7.85086408604862E-6	2.72720933248604E-5	4.72484165467276E-6	-2.91766013072442E-5	-1.29112236771199E-5	-9.03010465711491E-6	3.5930415311392E-7
800	-9.37639270986289E-7	2.79104465355667E-6	-4.5974100689002E-5	2.81026323590221E-5	-2.84590514461775E-6	-4.11337781814049E-6	9.72106501887179E-6	3.99992561076664E-5	-5.75691790832157E-5	1.69620023774975E-5	-1.3688618661754E-5	-1.15868801726814E-5	-9.24750907834272E-6	1.70030372605688E-5	-3.1888518623016E-5	7.83060713150521E-6	-3.29446075042641E-6	-6.5432177525868E-6	2.4376408543393E-5	-2.81461290355144E-5	1.44097175871797E-5	1.07345068299756E-5	2.00196821864275E-5	1.32201146566659E-5	1.93603270458084E-5	-2.61625986379258E-6	-1.53835505740248E-6	-1.36186120840684E-5	2.68269421368964E-5	-1.2714863314244E-5	-1.23874907305688E-5	2.1233711266253E-5	5.11120898054761E-6	1.88603954315988E-5	-1.21586672807507E-5	1.95128613193807E-5	-1.45377639535712E-5	1.39940486603733E-6	1.81074978574949E-5	-3.2493378994733E-5	-1.99822556468418E-5
900	4.89221363177526E-6	4.28694693016235E-6	-3.06525957010693E-5	3.82363186053823E-5	-1.65791601292218E-5	-2.90431967198345E-7	2.51638356742973E-5	-4.78914825818075E-6	-5.8087771563479E-6	-7.6401230350136E-6	1.05837946596345E-5	-1.12284964925621E-7	-1.42818358528288E-5	-3.23348914518025E-5	1.48014059111008E-5	3.76680126557292E-6	-5.43407488068808E-6	1.9881874477743E-5	-1.87908062262356E-6	-9.49656735715435E-6	2.38544898073618E-5	-2.33017639995297E-5	-1.023022364843E-5	-9.87135282447611E-7	6.80006174431192E-6	1.99399037922591E-5	-1.61411467826872E-6	-2.31627187363332E-5	9.24130862158465E-6	1.25988514920392E-5	-1.06054498468171E-5	-2.07331342312013E-5	-7.11006329491096E-6	3.594242399004E-6	1.87578686164527E-5	-2.0086593591172E-5	1.57736208238574E-5	1.59186414182122E-5	2.64929304062654E-7	2.13165332505436E-5	-2.25434737391925E-5
1000	3.87548443523407E-5	-8.06767316745405E-6	2.55115769222336E-6	-1.49105618104159E-5	-3.75243765904746E-5	-1.41096359511784E-5	5.04027616758994E-6	-3.27607309467063E-5	2.48737631323993E-5	3.29051868555181E-6	3.43472242565446E-6	6.05166002836707E-6	-1.96825119504453E-5	4.98576942785386E-6	-1.17464149592429E-5	-1.21364016502253E-5	-4.85316341940856E-7	2.01375866983084E-5	3.15597026206691E-5	8.80542177250196E-6	1.01651316642908E-5	-2.14906740396432E-6	3.65782436630445E-5	-2.92928001642766E-6	-3.17633559442136E-5	2.58566351946427E-5	-4.04628245770332E-6	-7.55679506122238E-6	-5.29003065784994E-6	-1.60918048555772E-5	1.96926997373847E-5	1.36069430802732E-5	7.55127788019991E-6	2.85832356195694E-5	-1.53474965720728E-5	-1.35113719615156E-5	3.3526553626046E-6	-1.21932249066769E-5	-1.31811974753719E-5	-8.61912716525464E-6	-1.07695873595362E-5
1100	8.46185289986109E-6	-1.19763548512159E-5	-8.31062242458044E-7	-1.76802591681198E-5	1.51953307824368E-5	-3.26102329829702E-5	-1.76869651511109E-5	1.55075582670971E-5	1.31887244589087E-5	-4.4521458647276E-6	1.8791952871263E-6	-1.90249594243752E-5	2.23367824499234E-5	2.24906030543289E-5	-5.16844453859427E-6	2.61045201529602E-5	2.2835416772298E-5	2.35298400473909E-5	2.76672750013312E-6	-9.74460066644516E-6	-8.40412408599497E-6	7.04443787946686E-6	9.88927240651671E-7	-1.85674475349482E-5	-3.5318078781114E-6	-2.99841633591805E-5	-1.72294914469713E-5	1.66477026037091E-5	1.4513406459253E-5	-8.48830153094812E-6	-1.59836630027446E-6	-1.06475210063112E-5	2.09414838448024E-5	-7.43820708374204E-6	-1.03982699382297E-5	-4.40054138694228E-6	-2.28548705558293E-5	5.14256490555994E-6	1.07591014509824E-5	-8.60644924905834E-6	2.08944424406151E-5
1200	6.45765712551141E-6	2.95394095602621E-5	-2.85586556709695E-5	-5.39091176451791E-6	-2.28301325445766E-5	-1.40678949961895E-5	-1.20992937410575E-5	1.50416843151008E-5	1.86691756782973E-5	4.09270841859953E-5	-1.52131184662935E-6	-1.96698130620986E-5	3.67610365045437E-5	1.32847005873882E-5	-9.69510536789035E-6	2.64179433956727E-5	1.73317775675935E-5	1.88244069875188E-6	-2.41946148334329E-5	-1.77245895452364E-5	-2.78813405625384E-5	-2.2801617460339E-5	-1.02712853365121E-5	1.3522526165834E-5	-1.45619044377012E-6	-7.20289505264108E-6	-2.98418482089621E-6	-1.87825292857789E-5	-2.6486352202861E-5	1.07595372585026E-5	1.21864342832827E-5	-2.55120964737856E-7	1.69380872442797E-5	-3.79810115845326E-5	-1.06178283443566E-5	2.99199534480187E-5	3.53087560903208E-5	1.61056951392211E-5	2.48954615980611E-7	-2.65760253011748E-5	7.74585086818003E-6
1300	2.60275136581074E-6	-5.07355347216579E-6	-5.63298620339746E-6	-7.53496502421859E-6	8.05741587754095E-6	-1.49188680286174E-5	-1.61355237962127E-5	-9.13312676959982E-6	6.85632060041485E-6	3.51812741081128E-5	2.01397867118518E-5	4.3393389054735E-6	-7.63957891520638E-7	4.89301037314212E-6	-6.02273112759103E-6	-3.25638269094825E-5	-9.64775955574349E-6	2.14561272345058E-5	2.89876918159574E-5	2.01052848314266E-5	-1.81050788222391E-5	6.25186208693963E-8	8.02837317651456E-6	2.99169142697697E-5	2.63825970562013E-6	-6.72056438279628E-6	-2.1931215421506E-5	6.42622922497497E-6	-8.49529409892533E-6	-2.04970850921072E-5	-1.55892627945998E-5	3.36037982755615E-5	2.74593080276089E-6	1.05016826330395E-5	-2.78046001314819E-6	2.48975543701363E-5	-1.7337068760289E-5	-2.35491569841159E-5	-1.16396850073564E-5	-1.66071062881482E-5	-7.60986459702451E-7
1400	2.36054306255114E-5	2.62724614693531E-5	-4.77878489824226E-6	-1.45651112190634E-5	6.69816104633252E-6	-4.34039081437129E-6	2.49139514530612E-6	-1.47715587644446E-5	-2.55877562762481E-5	6.96445950417709E-6	5.84761301700702E-6	-7.66920274391674E-6	-2.77301474954563E-5	-2.10151237762481E-5	-3.42613073152671E-6	-9.1087931043273E-6	-1.44675548414974E-5	3.87068278351155E-5	-2.26290447425238E-5	-2.97457064997818E-5	-1.33253639716294E-5	1.84964073805701E-5	-9.88319500014842E-6	5.3157355749249E-6	1.29998569198662E-5	-5.57457762309564E-6	2.75636425427402E-5	1.39323589392211E-5	1.04890818122988E-6	-1.6110401627861E-5	1.35726994196463E-5	-6.05232769201058E-6	2.63559586988252E-5	7.45413230183106E-6	-2.32990566625385E-5	-4.11535341561762E-6	2.49050370903208E-5	2.74383556846756E-5	-1.26601915674666E-6	5.05611228973428E-6	-1.52639526090927E-5
1500	-2.30705446952203E-5	1.13324688758941E-5	-1.35821580988306E-6	6.59315777838674E-6	5.47371595287354E-6	3.60256259103516E-5	-2.31482324254256E-5	-1.67955899942672E-5	-1.90234786424344E-5	1.59530205470817E-5	-1.14135498037247E-5	6.67474875353337E-6	4.07505867292665E-5	1.04958408483835E-6	-8.1370918249857E-6	-1.54214813796045E-5	1.28608098377709E-5	3.94039967347472E-6	2.17637956185627E-5	1.12748873363046E-5	1.35065738945712E-6	7.75591992347472E-6	-1.48089547026983E-5	-6.31952747307953E-6	-1.97701022645018E-5	-1.0202783983728E-6	1.34656410629175E-5	3.8992479366712E-6	-2.30352956145018E-5	1.68807461195891E-5	1.96768900080055E-5	-1.02833046036514E-5	-2.78416281582702E-5	2.55115700265539E-5	-1.50373083469065E-5	-1.33541396454402E-5	3.16581699686182E-6	2.59489620485302E-6	-8.87076295660186E-7	-2.27479178037247E-5	5.47953111563014E-6
1600	-3.99195755322406E-6	-2.50656728203906E-5	-2.37344577174711E-5	8.8290592300523E-6	2.77089753422187E-6	-2.4915193868672E-5	2.70707850272933E-5	4.89245864804282E-6	2.46663752767685E-7	9.28873048873575E-6	2.29234308061846E-5	5.46115580014506E-6	2.28462429560078E-6	-3.66284006621547E-5	4.90829347564927E-5	2.28257970238951E-6	8.30137327177752E-6	-6.87780413260726E-6	7.12284075263609E-6	-9.26284369563582E-6	-9.97061009591477E-6	6.22467879422046E-6	-1.79710717566073E-5	2.20185628518728E-5	1.85456383478893E-5	1.04623822315721E-6	2.63350123717471E-5	-1.79461606741166E-5	-1.1606202506154E-5	-3.63303754128151E-5	3.13481683869208E-5	-5.62269710386832E-6	-2.26456782146598E-5	8.93949713770561E-6	2.17815042187609E-5	-1.07745721629091E-6	-2.0880436807663E-6	-1.62830793236184E-5	-1.74252280368991E-5	3.25385969106158E-5	-3.05485928088371E-5
1700	1.63802753094378E-6	-1.36576875343055E-5	-2.10782161746281E-5	-4.1515216813631E-5	2.32982940881285E-5	-2.88238284543935E-5	-9.38729551744332E-6	-1.35143302681031E-5	-4.41227755263393E-6	-9.18301336311781E-6	-2.91340547366515E-5	3.3813963750152E-5	4.04894250917942E-5	2.61214994736607E-6	1.45251023102693E-5	2.82359455283778E-5	1.92693030412077E-5	4.8530326331457E-5	-4.67917647345505E-6	-9.85161909434948E-6	-2.01569424801516E-6	-2.71399251230885E-5	2.05073573507385E-5	1.993966345763E-5	9.8107856662077E-6	-7.06063526311781E-6	1.19949019481725E-5	1.21120692537444E-5	1.03896897934804E-5	-8.68822279061048E-6	1.98663060978059E-5	1.13247766906945E-5	-3.37023561230152E-5	-1.46626041563729E-5	-1.72525211651538E-7	-5.7732526465489E-6	-1.08900987315196E-5	-2.09152356144375E-5	3.82799070323117E-6	-1.2444601941197E-5	-3.48421074911488E-6
1800	8.50172526442493E-6	-1.20348593718797E-6	1.45686479224895E-5	3.11624097834865E-5	-3.32937317839032E-6	1.68386467790877E-5	4.88040389785602E-6	6.37455746537802E-6	-2.75697485464255E-5	1.10417948930906E-5	-1.05533984804431E-5	-2.34615954913669E-5	1.6007383961639E-5	-2.36062120918801E-5	1.59914400437504E-5	-8.67777914723195E-6	8.91450411559796E-6	-9.03300253243687E-7	-2.00165902172466E-5	-1.53631786790502E-5	2.56581998546599E-6	-1.2097388125971E-5	1.52854491205833E-5	-2.65662370588889E-5	-1.65228250321293E-5	3.31010837945426E-6	-2.69883477437228E-7	1.98663569872255E-5	7.53876389059796E-6	-3.13046301167477E-6	-1.60496821416744E-6	-6.75907578036978E-6	-1.26169303440795E-5	-8.51655210470997E-6	1.53908457036478E-5	-1.38272265039768E-5	1.97429235474161E-5	4.84684787326801E-5	-2.56411738587422E-5	4.94562353092054E-6	-9.15849847017917E-6
